,Unnamed: 0,smi,ID,mol,SA score,Mol wt,fitness value,prop
400157,4214703,N1C2=C(C=NC(C#N)=C2C)C=C1,MCULE-2519077428,<rdkit.Chem.rdchem.Mol object at 0x00000140C56F1030>,2.98517549805942,157.176,1.743,1.743
196597,2664230,O=CC1=CN=C(C2=CC=CC=C2)N=C1,MCULE-9798903023,<rdkit.Chem.rdchem.Mol object at 0x00000140C56EFF80>,1.92028621420996,184.198,1.9561,1.9561
569414,5543070,C1=C([C@@H]2NCCOC2)C(N)=NC=C1,MCULE-2687491041,<rdkit.Chem.rdchem.Mol object at 0x00000140C56EFF30>,3.19121610028041,179.223,0.3247,0.3247
264368,3342708,C1(OC(C)(C)OC1)C1C=CC=CC=1,MCULE-5360503313,<rdkit.Chem.rdchem.Mol object at 0x00000140C56EFEE0>,2.62098647997184,178.231,2.5106,2.5106
220079,2901612,C1(N(=O)=O)=NN(C(OC)=N1)C,MCULE-8565994549,<rdkit.Chem.rdchem.Mol object at 0x00000140C56EFE90>,3.10455842648291,158.117,-0.2681,-0.2681
419819,4277911,O(C(C)=O)CCCCCC(=O)OC,MCULE-6683368772,<rdkit.Chem.rdchem.Mol object at 0x00000140C56EFE40>,1.79442172803081,188.223,1.2829,1.2829
499222,4731559,CN1CC[C@H](NC2CC2)C1,MCULE-9539046909,<rdkit.Chem.rdchem.Mol object at 0x00000140C56EFDF0>,2.69428012990256,140.23,0.4425,0.4425
557876,5440328,N1(CCCCC(C1)N)CC,MCULE-6107186812,<rdkit.Chem.rdchem.Mol object at 0x00000140C56EFDA0>,2.51170375627619,142.246,0.8195,0.8195
168931,2227292,N1C2N=CC=CC=2NC1=O,MCULE-4603962223,<rdkit.Chem.rdchem.Mol object at 0x00000140C56EFD50>,2.40611923404952,135.126,0.2512,0.2512
66046,783951,C1(C(OC)=O)=CC2=C(C=CO2)N1,MCULE-5220620705,<rdkit.Chem.rdchem.Mol object at 0x00000140C56EFD00>,2.54986056593272,165.148,1.5475,1.5475
531615,5130625,N1(C2OCCCC2)C=CN=N1,MCULE-1592743099,<rdkit.Chem.rdchem.Mol object at 0x00000140C56EFCB0>,3.3778964142096,153.185,0.9772,0.9772
417841,4271263,C(OC)(=O)CCNC(C)CC,MCULE-1748183130,<rdkit.Chem.rdchem.Mol object at 0x00000140C56EFC60>,2.42883603321129,159.229,0.9376,0.9376
132051,1672889,C1(C2CCCNC2)=CC=NN1,MCULE-2217795042,<rdkit.Chem.rdchem.Mol object at 0x00000140C56EFC10>,3.26726144917463,151.213,0.8767,0.8767
372454,4131776,C1(=O)CCC(O)C(C)C1,MCULE-7552412875,<rdkit.Chem.rdchem.Mol object at 0x00000140C56EFBC0>,3.43334205222201,128.171,0.7364,0.7364
397407,4209473,C12(C3=C(NC1=O)C(C)=CC=C3)CC2,MCULE-5818453247,<rdkit.Chem.rdchem.Mol object at 0x00000140C56EFB70>,2.87688128246665,173.215,1.97872,1.97872
406538,4240171,C1C([C@H](N)C(=O)O)CCOC1,MCULE-9024352263,<rdkit.Chem.rdchem.Mol object at 0x00000140C56EFB20>,2.92216956106274,159.185,-0.1751,-0.1751
341491,3852731,C(N)(CSC1C=CC(=CC=1)N)=O,MCULE-1329341080,<rdkit.Chem.rdchem.Mol object at 0x00000140C56EFAD0>,1.93452477819105,182.248,0.8462,0.8462
501862,4741363,O=C(C1C=CC=CN=1)N1CC[C@@H](N)C1,MCULE-7589681258,<rdkit.Chem.rdchem.Mol object at 0x00000140C56EFA80>,2.46252134891919,191.234,0.2548,0.2548
157570,2165082,NCC1=CC=C(NC(C2CC2)=O)C=C1,MCULE-1924949274,<rdkit.Chem.rdchem.Mol object at 0x00000140C56EFA30>,1.53844271586965,190.246,1.4938,1.4938
349179,4049218,S(C)(C)(=O)=N,MCULE-2258256823,<rdkit.Chem.rdchem.Mol object at 0x00000140C56EF9E0>,2.87501915151913,93.151,0.29277,0.29277
467033,4497440,CC1=C(N)C=C(OCCO)C=C1,MCULE-7781876886,<rdkit.Chem.rdchem.Mol object at 0x00000140C56EF990>,1.86111079217707,167.208,0.94832,0.94832
38165,400118,C(N)(NCCCC(N)C(O)=O)=N,MCULE-3125760737,<rdkit.Chem.rdchem.Mol object at 0x00000140C56EF940>,2.7741781310865,174.204,-1.33843,-1.33843
421975,4283709,C1(C=CC2=C(OCO2)C=1)C(C(C)N)=O,MCULE-2174276967,<rdkit.Chem.rdchem.Mol object at 0x00000140C56EF8F0>,2.54558957377126,193.202,0.9452,0.9452
569664,5544294,C1=C([C@H]2NCCNC2)C=CC(C)=C1C,MCULE-4132036737,<rdkit.Chem.rdchem.Mol object at 0x00000140C56EF8A0>,2.80428942584227,190.29,1.53734,1.53734
227812,2976083,C1=CC(C(=O)O)=CC2=C1SN=N2,MCULE-1025843095,<rdkit.Chem.rdchem.Mol object at 0x00000140C56EF850>,2.34899359760693,180.188,1.3895,1.3895
474502,4591454,C1OCCC2(C3C(=NC=CC=3)NC2)C1,MCULE-3877038386,<rdkit.Chem.rdchem.Mol object at 0x00000140C56EF800>,3.46619244782029,190.246,1.5553,1.5553
424798,4289314,C1(=CC=CS1)C(CN)N,MCULE-2210711596,<rdkit.Chem.rdchem.Mol object at 0x00000140C56EF7B0>,2.92545230891415,142.227,0.7066,0.7066
226947,2974282,C(#N)CCCCCCCCCCC#N,MCULE-2498633799,<rdkit.Chem.rdchem.Mol object at 0x00000140C56EF760>,2.05616993097275,192.306,3.93456,3.93456
162614,2178528,C1NC2C(CCCC2)C1,MCULE-6381065797,<rdkit.Chem.rdchem.Mol object at 0x00000140C56EF710>,3.08383179581176,125.215,1.5385,1.5385
423795,4287130,C1(C(O)=O)NN=C(C2=CC=CN2)C=1,MCULE-4105311730,<rdkit.Chem.rdchem.Mol object at 0x00000140C56EF6C0>,2.75231875208783,177.163,1.103,1.103
585341,5697078,C1[C@@H](N)[C@@H]1C(OCC)=O,MCULE-5572905674,<rdkit.Chem.rdchem.Mol object at 0x00000140C56EF620>,3.06328553048288,129.159,-0.1033,-0.1033
521597,5041385,N1=CC(N)=CN1C1=CN(C)N=C1,MCULE-9261296681,<rdkit.Chem.rdchem.Mol object at 0x00000140C56EF5D0>,2.71965920846666,163.184,0.188,0.188
381132,4158336,OC1C(N)=CN=C(C)N=1,MCULE-1817529423,<rdkit.Chem.rdchem.Mol object at 0x00000140C56EF580>,3.01863762261017,125.131,0.0728199999999999,0.0728199999999999
159093,2170585,NC1=CC2=C(OCC2)C=C1,MCULE-5174551742,<rdkit.Chem.rdchem.Mol object at 0x00000140C56EF530>,2.0147648573917,135.166,1.2037,1.2037
