,Unnamed: 0,smi,ID,mol,SA score,Mol wt,fitness value,prop
114392,1274545,C1(C(OC)=O)=C(C)NC(C(C#N)=C1)=O,MCULE-8693238980,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B5DA0>,2.36017039858195,192.174,0.3416,0.3416
174773,2287138,C(COCC)(=O)NC1C=CC(=CC=1)C,MCULE-1234594141,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B5D50>,1.48200011231936,193.246,1.97002,1.97002
575699,5584619,C1(O)=C(C)C=C([C@H](CC)N)C=C1C,MCULE-8466703700,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B5D00>,2.64965187070194,179.263,2.41884,2.41884
559864,5448648,C(O)(=O)C[C@H](CC(N)=O)CC(C)C,MCULE-7836724145,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B5CB0>,2.80111904470441,187.239,0.9988,0.9988
391952,4192826,CC(C)CCCCCCCCC,MCULE-1079534714,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B5C60>,1.57519191105819,170.34,4.78310000000001,4.78310000000001
116644,1335437,N#CCC(=O)C1C=CC(=CC=1)OC,MCULE-9220539319,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B5C10>,1.82470898077806,175.187,1.79158,1.79158
363282,4093956,N1(CC(C1)OC1=CC=CN=C1)C(C)=O,MCULE-8738464501,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B5BC0>,2.1617965620235,192.218,0.6911,0.6911
412533,4256823,C1(C=CC=CC=1OC)C(C)NOC,MCULE-2389039309,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B5B70>,2.58821974400511,181.235,1.9072,1.9072
418675,4273725,O(C)NC(C1=CC=CC=C1)=O,MCULE-5184907180,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B5B20>,1.59736807823271,151.165,0.9778,0.9778
470294,4508219,N1C(C)=NSC=1OC1COC1,MCULE-9141414338,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B5AD0>,3.15972341322031,172.209,0.62412,0.62412
426690,4292883,C1(NC(C)CC)=NN(C=C1N)C,MCULE-6860723039,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B5A80>,3.18981482463489,168.244,1.2127,1.2127
261690,3335708,CN1N=C(CCN)N=C1,MCULE-3128015709,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B5A30>,3.0063775456871,126.163,-0.6837,-0.6837
237214,3091987,N1(C2CCCCC2)CCC(N)C1,MCULE-9113730419,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B59E0>,2.59222792903049,168.284,1.3521,1.3521
361597,4084513,N(CC1CCCO1)C1CCCC1O,MCULE-6304780057,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B5990>,3.25805439387183,185.267,0.6684,0.6684
228847,2980592,C1(C(O)=O)C(C1)CC,MCULE-2993174891,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B5940>,3.14413336432236,114.144,1.1171,1.1171
497632,4725638,C/C(=N\O)/C1C=C(N)C=CC=1,MCULE-7376397872,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B58F0>,2.11369725937415,150.181,1.467,1.467
7897,87629,C1(C)NC=NC=1N(=O)=O,MCULE-6580797114,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B58A0>,3.04461069953325,127.103,0.62632,0.62632
155210,2121723,NCC1N=C2N(C=CC=C2)C(=O)C=1,MCULE-1735043779,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B5850>,2.21032041528949,175.191,0.1532,0.1532
226922,2974237,C(=C(C)CC/C=C(\C)/C)C(OC)=O,MCULE-2600851087,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B5800>,2.54502708032557,182.263,2.8521,2.8521
416724,4267449,C12C=CN=CC=1CCC2N,MCULE-2112109942,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B57B0>,3.00915599197153,134.182,1.0276,1.0276
571752,5555039,C1=CNC([C@@H](CCCC)N)=C1,MCULE-3277079901,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B5760>,3.16036792334562,152.241,2.2047,2.2047
391936,4192791,C1(CCCCCCCC)CCC(=O)O1,MCULE-7923543295,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B5710>,2.62448673353457,198.306,3.4426,3.4426
159965,2172318,COC(C1C2=C(C=CC(=C2)N)NN=1)=O,MCULE-5613608260,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B56C0>,2.20730780462705,191.19,0.9317,0.9317
475675,4596690,C(NC1CC1)(CN1C=CC=N1)C(O)=O,MCULE-7384649915,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B5670>,2.85644282820913,195.222,0.0882999999999996,0.0882999999999996
225477,2960095,C(C#N)(=C1CCCCC1)C(O)=O,MCULE-7680414780,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B5620>,2.75052897399525,165.192,1.85528,1.85528
349842,4051310,C1(=CC=CC=C1O)C(=O)N=COC,MCULE-3128426696,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B55D0>,2.71228590385498,179.175,1.2071,1.2071
109238,1201880,C1(OC)=CC(OC)=CC=C1CNCC,MCULE-8695940723,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B5580>,1.66523443184598,195.262,1.8133,1.8133
263643,3341272,N1C2C3C(C=CC=2)=CC=CC=3NN=1,MCULE-7620667214,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B5530>,2.93989182101474,169.187,3.264,3.264
409913,4249334,C(C1CCC1)C(CO)CN,MCULE-3214783368,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B54E0>,3.01648525810769,143.23,0.7438,0.7438
260140,3332362,N#CC1=NC=C(N2CCNCC2)C=C1,MCULE-8893377475,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B5490>,2.41605957255893,188.234,0.36288,0.36288
355666,4068138,OCC(C1=CC=NC=C1)O,MCULE-1798288211,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B5440>,2.59291144858388,139.154,0.1073,0.1073
154146,2071300,N1(C(C)C)C(=O)CCC1C(O)=O,MCULE-1139097560,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B53F0>,2.90617664225275,171.196,0.4704,0.4704
166670,2209525,C(C)(NCCCCO)=O,MCULE-5119895862,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B53A0>,1.80685108414863,131.175,-0.105,-0.105
501681,4740726,O=C1N[C@H](C2C=CC(N)=CC=2)CO1,MCULE-4475005811,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B5350>,2.84666381884918,178.191,1.0497,1.0497
202861,2704146,N1C=C(C=CC=1O)C=O,MCULE-6313045326,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B5300>,2.83271908414863,123.111,0.5997,0.5997
361636,4084558,N1(CCC(CC1)C)C1CCCNC1=O,MCULE-5228725469,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B52B0>,2.75155288738073,196.294,0.9969,0.9969
480423,4616163,C(OC(=O)C(SC(=O)C)(C)C)C,MCULE-6544059143,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B5260>,2.67094463833091,190.264,1.6078,1.6078
425883,4291402,N1=CC2C(=CC(=CC=2)OCC(O)=O)N1,MCULE-2542233188,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B5210>,2.06610597030752,192.174,1.0263,1.0263
23436,232124,C12NC(=NC=1C(N(C)C(=O)N2C)=O)N,MCULE-6734593076,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B51C0>,2.7067770513886,195.182,-1.4575,-1.4575
161690,2176253,CCCCCCC(C(O)=O)NC,MCULE-7287509088,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B5170>,2.31708309386566,173.256,1.6294,1.6294
423634,4286831,C(=O)(C1=CC=C(C=N1)N)NC1CC1,MCULE-5055291907,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B5120>,1.99888975000883,177.207,0.556,0.556
233190,3031374,N1(C)C2C=CC=CC=2C2CCCC(=O)C1=2,MCULE-5123939235,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B50D0>,2.13879823508299,199.253,2.6973,2.6973
374192,4137392,CC1NC2CNCCC=2N=1,MCULE-1458111514,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B5080>,3.15152453908931,137.186,0.36382,0.36382
160954,2174713,NC(C1OC2=C(C=CC=C2)C=1)=N,MCULE-6078330289,<rdkit.Chem.rdchem.Mol object at 0x00000140CD1B5030>,2.12929993244856,160.176,1.71687,1.71687
576491,5592181,C1=C([C@H](C2CCC2)N)C(N)=NC=C1,MCULE-7818512128,<rdkit.Chem.rdchem.Mol object at 0x00000140C9679F80>,2.82563897477434,177.251,1.4637,1.4637
157280,2164177,NC1=CC(C2SCCS2)=CC=C1,MCULE-1413945475,<rdkit.Chem.rdchem.Mol object at 0x00000140C9679F30>,2.60138024272652,197.328,2.7474,2.7474
233451,3035989,O(C(C)=O)C(C)=O,MCULE-9184217748,<rdkit.Chem.rdchem.Mol object at 0x00000140C9679EE0>,2.31625164082272,102.089,0.0960000000000001,0.0960000000000001
406614,4240370,N1CCOC(C2=CC=CC=C2)C1CC,MCULE-2706109530,<rdkit.Chem.rdchem.Mol object at 0x00000140C9679E90>,3.12403609410323,191.274,2.1261,2.1261
367636,4116191,N12CC(CCC1=NNC2=O)C(O)=O,MCULE-3815179942,<rdkit.Chem.rdchem.Mol object at 0x00000140C9679E40>,3.42548512862049,183.167,-0.7816,-0.7816
430018,4301175,N1(CC)CC[C@H](N)C1,MCULE-3962927462,<rdkit.Chem.rdchem.Mol object at 0x00000140C9679DF0>,2.64875615647903,114.192,0.0393,0.0393
388588,4182515,C(C1C=C2OC=CC2=CC=1)C(N)C,MCULE-1747624258,<rdkit.Chem.rdchem.Mol object at 0x00000140C9679DA0>,2.69337941136478,175.231,2.3225,2.3225
371174,4126608,NC1SC=C(C2C=CN(C)C=2)N=1,MCULE-3426993991,<rdkit.Chem.rdchem.Mol object at 0x00000140C9679D50>,2.64778952520874,179.248,1.7308,1.7308
12817,120936,C1(CC1)C(NN)=O,MCULE-3608531301,<rdkit.Chem.rdchem.Mol object at 0x00000140C9679D00>,2.10396974037023,100.121,-0.6137,-0.6137
552253,5407309,CN1C(N(=O)=O)=NC(C(OC)=O)=C1,MCULE-5655359841,<rdkit.Chem.rdchem.Mol object at 0x00000140C9679CB0>,2.90551169571018,185.139,0.1149,0.1149
369691,4122100,O=C(OC)[C@@H]1OC(=O)CC1,MCULE-7663400355,<rdkit.Chem.rdchem.Mol object at 0x00000140C9679C60>,2.95682371964615,144.126,-0.135,-0.135
257116,3324509,C(OCCCCOC(=O)C=C)(=O)C=C,MCULE-9914054470,<rdkit.Chem.rdchem.Mol object at 0x00000140C9679C10>,2.39385062617797,198.218,1.225,1.225
158737,2169478,CSC1=CC(C(O)=O)=C(C)C=C1,MCULE-4369055229,<rdkit.Chem.rdchem.Mol object at 0x00000140C9679BC0>,1.85181511910015,182.244,2.41512,2.41512
161557,2175975,CNC(CO)=O,MCULE-5899226107,<rdkit.Chem.rdchem.Mol object at 0x00000140C9679B70>,2.42346285597847,89.094,-1.2753,-1.2753
25411,254440,N1(C)C(=O)C(N=O)=C(NC1=O)NCC,MCULE-1278512815,<rdkit.Chem.rdchem.Mol object at 0x00000140C9679B20>,3.2089770513886,198.182,-0.0967000000000002,-0.0967000000000002
492512,4697003,CCNC=O,MCULE-9309926274,<rdkit.Chem.rdchem.Mol object at 0x00000140C9679AD0>,3.18784850063156,73.095,-0.2477,-0.2477
273111,3427544,N1=C(C=CC2=CC=CC(OC)=C12)C#N,MCULE-7188372797,<rdkit.Chem.rdchem.Mol object at 0x00000140C9679A80>,2.05606750876906,184.198,2.11508,2.11508
478839,4610432,C1(O)=CC=CC([C@H](N)CCC)=C1C,MCULE-2460263697,<rdkit.Chem.rdchem.Mol object at 0x00000140C9679A30>,2.63487337037873,179.263,2.50052,2.50052
404503,4228103,C1=C(C=CC=C1)C1=C(C=O)OC(C)=N1,MCULE-2366053355,<rdkit.Chem.rdchem.Mol object at 0x00000140C96799E0>,2.43079981646137,187.198,2.46252,2.46252
569531,5543538,C1(C)=C(C)C=CC=C1[C@@H]1NCCNC1,MCULE-4671883113,<rdkit.Chem.rdchem.Mol object at 0x00000140C9679990>,2.90853711814996,190.29,1.53734,1.53734
356091,4068927,NC1=NC(C2CCC2)=CC=N1,MCULE-6548568341,<rdkit.Chem.rdchem.Mol object at 0x00000140C9679940>,2.33961125441137,149.197,1.3263,1.3263
400332,4215208,N1C2=C(C(OC)=CC=N2)C(C#N)=C1,MCULE-2103822935,<rdkit.Chem.rdchem.Mol object at 0x00000140C96798F0>,2.57150669387577,173.175,1.44318,1.44318
382473,4162196,NC1C=CC2C(=CC3C(N=2)=CC=CC=3)C=1,MCULE-8019243319,<rdkit.Chem.rdchem.Mol object at 0x00000140C96798A0>,1.7739533985242,194.237,2.9702,2.9702
264461,3342917,C(C)(=CC=CC(=O)OC)C(=O)OC,MCULE-6656483497,<rdkit.Chem.rdchem.Mol object at 0x00000140C9679850>,2.64271984050656,184.191,0.8349,0.8349
340126,3849737,N1(CCC(CO)C1)CCN(C)C,MCULE-3292597132,<rdkit.Chem.rdchem.Mol object at 0x00000140C9679800>,2.55091316379573,172.272,-0.1378,-0.1378
586414,5703588,N[C@H](CC1=CC=CC=C1)CC,MCULE-8206932127,<rdkit.Chem.rdchem.Mol object at 0x00000140C96797B0>,1.95740514418929,149.237,1.9664,1.9664
358002,4072769,CCOC(CC1NC(=O)CCCC1)=O,MCULE-1312342851,<rdkit.Chem.rdchem.Mol object at 0x00000140C9679760>,2.73198720690736,199.25,0.9984,0.9984
506163,4764954,[C@@H]1(C[C@H](C1)O)N1CCCCC1,MCULE-1548072738,<rdkit.Chem.rdchem.Mol object at 0x00000140C9679710>,2.12881919485802,155.241,0.9956,0.9956
347571,4041005,C12=CC=CC=C1NC(C(C)=C2O)=O,MCULE-9161369787,<rdkit.Chem.rdchem.Mol object at 0x00000140C96796C0>,2.0026628269319,175.187,1.54212,1.54212
28942,313645,N1C2C=CC=CC=2N(C)C=1CCCO,MCULE-8995161139,<rdkit.Chem.rdchem.Mol object at 0x00000140C9679670>,1.90176943184598,190.246,1.4982,1.4982
501800,4741168,NC1C=CC(C2(N)CCCC2)=CC=1,MCULE-1429501079,<rdkit.Chem.rdchem.Mol object at 0x00000140C9679620>,2.26303309720217,176.263,1.9968,1.9968
264232,3342451,C12C=CC=CC=1C(=O)OC2OC(C)C,MCULE-2202341092,<rdkit.Chem.rdchem.Mol object at 0x00000140C96795D0>,2.85761442584227,192.214,2.2806,2.2806
340428,3850269,N1C2=CC=CC=C2SC=1C1CCC1,MCULE-3114692020,<rdkit.Chem.rdchem.Mol object at 0x00000140C9679580>,1.83673286741773,189.283,3.5638,3.5638
476177,4597922,O=C1[C@H](NC(=O)OC(C)(C)C)CCC1,MCULE-3515179376,<rdkit.Chem.rdchem.Mol object at 0x00000140C9679530>,2.64829800172584,199.25,1.6327,1.6327
467913,4499421,NOC1=CN=CC=C1,MCULE-6822285267,<rdkit.Chem.rdchem.Mol object at 0x00000140C96794E0>,2.42813909954569,110.116,0.3341,0.3341
508033,4777383,N1C(C)=NC=CC=1C1(C)CCNCC1,MCULE-2016167111,<rdkit.Chem.rdchem.Mol object at 0x00000140C9679490>,2.96987212415368,191.278,1.42612,1.42612
426395,4292247,C1(OC=CN=1)C1C=CC=CC=1O,MCULE-6893804295,<rdkit.Chem.rdchem.Mol object at 0x00000140C9679440>,2.23099958338586,161.16,2.0472,2.0472
342364,3863929,CCC1=NC=CC=N1,MCULE-9662260411,<rdkit.Chem.rdchem.Mol object at 0x00000140C96793F0>,2.07859595573298,108.144,1.039,1.039
69588,830467,C(/N)(\CC1=CC=CC=C1)=N/O,MCULE-3768837989,<rdkit.Chem.rdchem.Mol object at 0x00000140C96793A0>,1.82973333877862,150.181,0.9755,0.9755
474158,4586663,C1(C(N)=O)NC2=C(C(=CC=C2)O)C=1,MCULE-2464618327,<rdkit.Chem.rdchem.Mol object at 0x00000140C9679350>,2.21489744231652,176.175,0.9724,0.9724
366787,4114474,C1(OC)C2NCCCC=2C=C(C)N=1,MCULE-7049209126,<rdkit.Chem.rdchem.Mol object at 0x00000140C9679300>,2.72261688098596,178.235,1.75672,1.75672
558278,5441642,NCC1C(OC)=CC(OCC)=CC=1,MCULE-1233037010,<rdkit.Chem.rdchem.Mol object at 0x00000140C96792B0>,1.70822436539344,181.235,1.5526,1.5526
423534,4286649,N1=C(N)SC(C#N)=C1CC(C)C,MCULE-5128337001,<rdkit.Chem.rdchem.Mol object at 0x00000140C9679260>,3.07044540756168,181.264,1.79548,1.79548
468575,4500871,CC1C=C2N(C)N=CC2=C(O)C=1,MCULE-2316620755,<rdkit.Chem.rdchem.Mol object at 0x00000140C9679210>,2.40620869427497,162.192,1.58732,1.58732
368461,4118376,C(OCC)(C(CCCC)(CC)N)=O,MCULE-1346924527,<rdkit.Chem.rdchem.Mol object at 0x00000140C96791C0>,2.98337675757977,187.283,1.8472,1.8472
367120,4115190,C1(=CC(OC(C)=C1)=O)OC1CNC1,MCULE-8823458289,<rdkit.Chem.rdchem.Mol object at 0x00000140C9679170>,2.69370898077806,181.191,0.29882,0.29882
169759,2237217,C1(=CC=C(N2C=CC=N2)S1)N(=O)=O,MCULE-4850202373,<rdkit.Chem.rdchem.Mol object at 0x00000140C96790D0>,2.79305638202546,195.203,1.842,1.842
454834,4444079,C(C1CC1)#CC1C=CC=CC=1,MCULE-5238402057,<rdkit.Chem.rdchem.Mol object at 0x00000140C9679080>,2.10089504783569,142.201,2.4481,2.4481
398916,4212191,C(NC1CCN(C(CN)=O)C1)(=O)C,MCULE-7238686463,<rdkit.Chem.rdchem.Mol object at 0x00000140C9679030>,2.6488263374117,185.227,-1.3179,-1.3179
270161,3407729,N1C(NN)=NN=C(C)C=1NN,MCULE-2272167400,<rdkit.Chem.rdchem.Mol object at 0x00000140C9657F80>,3.04082187475877,155.165,-1.24878,-1.24878
155182,2120106,CNC(CNC1=CC(OC)=CC=C1)=O,MCULE-6317519705,<rdkit.Chem.rdchem.Mol object at 0x00000140C9657F30>,1.68689833717143,194.234,0.8531,0.8531
219048,2896843,CC(C)(CCC#N)N(=O)=O,MCULE-4816168050,<rdkit.Chem.rdchem.Mol object at 0x00000140C9657EE0>,3.21094382821398,142.158,1.34548,1.34548
419323,4276146,O=C1CN(C)C1,MCULE-2242594777,<rdkit.Chem.rdchem.Mol object at 0x00000140C9657E90>,2.74680747136308,85.106,-0.4991,-0.4991
263097,3340234,O=C1CCCC2C=CC(C)=CC=21,MCULE-4851256769,<rdkit.Chem.rdchem.Mol object at 0x00000140C9657E40>,1.84792979670195,160.216,2.51402,2.51402
237463,3092697,C(O)(CC1=CC=C(NC)C=C1)=O,MCULE-7752411908,<rdkit.Chem.rdchem.Mol object at 0x00000140C9657DF0>,1.6278744285407,165.192,1.3554,1.3554
160277,2172974,CCN(C1=CC=C(CN)C=C1)CC,MCULE-1469882960,<rdkit.Chem.rdchem.Mol object at 0x00000140C9657DA0>,1.81197051923959,178.279,1.9915,1.9915
357213,4071239,NC(C1=C(N(=O)=O)C=CC(N)=C1)=O,MCULE-8966493416,<rdkit.Chem.rdchem.Mol object at 0x00000140C9657D50>,2.06198364141154,181.151,0.2759,0.2759
548264,5349254,CC1C(/C=C/CO)=CC=CC=1,MCULE-8859542450,<rdkit.Chem.rdchem.Mol object at 0x00000140C9657D00>,2.03312440577614,148.205,2.00052,2.00052
352599,4061194,C1(N)(C2C=CC(=CC=2)C#N)CC1,MCULE-1374899547,<rdkit.Chem.rdchem.Mol object at 0x00000140C9657CB0>,2.27514016280644,158.204,1.50608,1.50608
255107,3316357,C(NO)(=O)C=CC1C=CC=CC=1,MCULE-6631204989,<rdkit.Chem.rdchem.Mol object at 0x00000140C9657C60>,1.78989405009562,163.176,1.2052,1.2052
163461,2180368,O=C1N(C2=CC(C#N)=CC=C2)CCO1,MCULE-5857060482,<rdkit.Chem.rdchem.Mol object at 0x00000140C9657C10>,2.18655712415368,188.186,1.51488,1.51488
266268,3356584,C(OCCNCC1C=CC=CC=1)=C,MCULE-6165558297,<rdkit.Chem.rdchem.Mol object at 0x00000140C9657BC0>,1.98568468928008,177.247,1.9363,1.9363
158236,2168389,CC(N(CC1CCNCC1)C)C,MCULE-8738260378,<rdkit.Chem.rdchem.Mol object at 0x00000140C9657B70>,2.39381009287637,170.3,1.3262,1.3262
525427,5083551,CC(CC1CCNCC1)CO,MCULE-7484862437,<rdkit.Chem.rdchem.Mol object at 0x00000140C9657B20>,2.94472077694364,157.257,1.0045,1.0045
560360,5451136,NNC1=C(C2=CC=CC=C2)N=CC=N1,MCULE-7823957771,<rdkit.Chem.rdchem.Mol object at 0x00000140C9657AD0>,2.0261721429154,186.218,1.4292,1.4292
524473,5079175,CC[C@@H](NC(OC(C)(C)C)=O)C=O,MCULE-1301626901,<rdkit.Chem.rdchem.Mol object at 0x00000140C9657A30>,2.80651484890021,187.239,1.4886,1.4886
425586,4290743,C(OC)(=O)C1C=CN=CC=1C=O,MCULE-3892465555,<rdkit.Chem.rdchem.Mol object at 0x00000140C96579E0>,2.27999051245679,165.148,0.6807,0.6807
199631,2694273,S(C)(=O)(=O)C1N=CC=CC=1C=O,MCULE-4502821401,<rdkit.Chem.rdchem.Mol object at 0x00000140C9657990>,2.54868338833091,185.204,0.2976,0.2976
415379,4264003,C1(CC=C)(O)CCOCC1,MCULE-1138503019,<rdkit.Chem.rdchem.Mol object at 0x00000140C9657940>,2.99857211392826,142.198,1.104,1.104
425636,4290881,C1(=O)NC(C)CCC1C(OC)=O,MCULE-3008844994,<rdkit.Chem.rdchem.Mol object at 0x00000140C96578F0>,3.42156137563506,171.196,0.0740999999999996,0.0740999999999996
573506,5570205,C1([C@@H](CC)N)=CC=CC2OCCOC1=2,MCULE-4672777496,<rdkit.Chem.rdchem.Mol object at 0x00000140C96578A0>,2.77351981045765,193.246,1.8676,1.8676
348440,4046497,N1=C(C)OC(C)=C1C=O,MCULE-2027714099,<rdkit.Chem.rdchem.Mol object at 0x00000140C9657850>,3.02471839184094,125.127,1.10394,1.10394
357385,4071567,NCC(C1=CC=NC=C1)CC(O)=O,MCULE-7428995419,<rdkit.Chem.rdchem.Mol object at 0x00000140C9657800>,2.69403128246665,180.207,0.5986,0.5986
237949,3094258,N1(CCC(O)=O)C(C)=C(N=C1O)C,MCULE-5725279712,<rdkit.Chem.rdchem.Mol object at 0x00000140C96577B0>,2.61061712557444,184.195,0.68024,0.68024
180213,2366793,C1(=O)C(N)C2C(=CC=CC=2)N1C(C)C,MCULE-5863404237,<rdkit.Chem.rdchem.Mol object at 0x00000140C9657760>,2.80186543798802,190.246,1.4414,1.4414
215357,2789889,NC(CNC1CC1)=O,MCULE-2912062351,<rdkit.Chem.rdchem.Mol object at 0x00000140C9657710>,2.12405778086437,114.148,-0.7763,-0.7763
342900,3865789,C12(CC1)C(=O)NCC(=O)N2,MCULE-8085746439,<rdkit.Chem.rdchem.Mol object at 0x00000140C96576C0>,3.4905416683641,140.142,-1.235,-1.235
413905,4260417,C(COC1C=CC(=NC=1)C)(NN)=O,MCULE-2858003754,<rdkit.Chem.rdchem.Mol object at 0x00000140C9657670>,2.08679359616267,181.195,-0.24128,-0.24128
196688,2664370,CC(C1=CC=C(C(N)(C)C)C=C1)(C)C,MCULE-8070711928,<rdkit.Chem.rdchem.Mol object at 0x00000140C9657620>,1.96299212415368,191.318,3.1779,3.1779
210620,2772330,N1(CCC2C(=CC=CC=2)C1)CC(N)=O,MCULE-1392545928,<rdkit.Chem.rdchem.Mol object at 0x00000140C96575D0>,1.85718135492291,190.246,0.53,0.53
530854,5127748,C1(CCO)(C(OC)=O)CC1,MCULE-5088576971,<rdkit.Chem.rdchem.Mol object at 0x00000140C9657580>,2.65781256194179,144.17,0.322,0.322
336162,3839185,C(CSCC(C)=O)(OCC)=O,MCULE-7116933404,<rdkit.Chem.rdchem.Mol object at 0x00000140C9657530>,2.24010962011686,176.237,0.8717,0.8717
194070,2656023,N#CCCCOC1=CC=CC=C1,MCULE-9673747596,<rdkit.Chem.rdchem.Mol object at 0x00000140C96574E0>,1.64519650646278,161.204,2.36918,2.36918
553050,5410908,CC1C=C([C@H]2CCCCN2)C(C)=CC=1,MCULE-6934467112,<rdkit.Chem.rdchem.Mol object at 0x00000140C9657490>,2.5660559643038,189.302,3.11804,3.11804
180261,2367970,C12C=C(OC)C=CC=1N=C(N=C2O)C,MCULE-1164485587,<rdkit.Chem.rdchem.Mol object at 0x00000140C9657440>,2.13633739042587,190.202,1.65242,1.65242
519556,5028241,C1(C2C=CC(=CC=2)C#C)C=NN(CC)C=1,MCULE-8868083970,<rdkit.Chem.rdchem.Mol object at 0x00000140C96573F0>,2.24242220646045,196.253,2.5513,2.5513
387516,4179883,O1C2C(=CC=CC=2C2CCCCC1=2)N,MCULE-7856735604,<rdkit.Chem.rdchem.Mol object at 0x00000140C96573A0>,2.47300441308426,187.242,2.8938,2.8938
83187,1020019,O=C1NC2=C(C=CC=C2)CC1,MCULE-3760270440,<rdkit.Chem.rdchem.Mol object at 0x00000140C9657350>,1.82153591322031,147.177,1.5713,1.5713
386077,4176197,C1([C@H](CCO)N)C=CC(=CC=1)OC,MCULE-5119539267,<rdkit.Chem.rdchem.Mol object at 0x00000140C9657300>,2.21778128246665,181.235,1.0774,1.0774
380953,4157687,O=C(N)C1=CC2C(C)=CC=CC=2N1,MCULE-2136891808,<rdkit.Chem.rdchem.Mol object at 0x00000140C96572B0>,2.05058975000883,174.203,1.57522,1.57522
154731,2105792,SC1SCC2=C(C=CC=C2)N=1,MCULE-6470054382,<rdkit.Chem.rdchem.Mol object at 0x00000140C9657260>,3.05866379783569,181.285,2.8507,2.8507
157207,2163979,COCCNCCOC1=CC=CC=C1,MCULE-9838727888,<rdkit.Chem.rdchem.Mol object at 0x00000140C9657210>,1.58864381270902,195.262,1.3014,1.3014
572877,5567290,C1=C([C@@H](CN)N)C(N)=NC=C1,MCULE-8890718593,<rdkit.Chem.rdchem.Mol object at 0x00000140C96571C0>,2.85271725337043,152.201,-0.377699999999999,-0.377699999999999
412276,4256158,N1C=C(CN)C(=C(C)N=1)C,MCULE-6015315061,<rdkit.Chem.rdchem.Mol object at 0x00000140C9657170>,2.80603346923962,137.186,0.55214,0.55214
434350,4319520,N1OC(C(O)O)=NC=1CCC,MCULE-4326930736,<rdkit.Chem.rdchem.Mol object at 0x00000140C9657120>,2.83571879783569,158.157,0.00529999999999986,0.00529999999999986
388617,4182589,C1([C@@H](C)N)C(C)=CC=CC=1C,MCULE-7784570433,<rdkit.Chem.rdchem.Mol object at 0x00000140C96570D0>,2.44427688201765,149.237,2.32314,2.32314
353477,4063173,C1(=O)OC[C@H](CC2=CC=CC=C2)N1,MCULE-5839079000,<rdkit.Chem.rdchem.Mol object at 0x00000140C9657080>,2.5634314848958,177.203,1.3375,1.3375
379506,4153160,O=C(CC1CC1)N(C)OC,MCULE-1008963653,<rdkit.Chem.rdchem.Mol object at 0x00000140C9657030>,2.42693327200096,143.186,0.8063,0.8063
161262,2175407,CCC(N(CCN)C)C,MCULE-5072902037,<rdkit.Chem.rdchem.Mol object at 0x00000140C9652F80>,2.87842137914826,130.235,0.6754,0.6754
425992,4291592,C1(CS(C)(=O)=O)(CC1)C(O)=O,MCULE-3610695646,<rdkit.Chem.rdchem.Mol object at 0x00000140C9652F30>,2.73711315681005,178.209,-0.1042,-0.1042
